name,count
ckan,5817758
wb,4833586
csw,2453196
geonetwork,1681692
databisorg,1181012
arcgisrest,888925
dataverse,446034
dcatus11,445828
whoint,328876
wfs,227279
cepal,210540
wms,208500
ilostat,167605
pxweb,57889
geonodelayers,36691
nada,25891
opendatasoft,20820
inveniordm,18687
geonodedocs,11791
udata,10920
openmlorg,5731
geonodedatasets,4740
aleph,328
