name,count
CKAN,3775163
Geonetwork,2823973
Data.bis.org platform,1090729
ArcGIS Server,909833
Dataverse,387684
GeoServer,386917
ArcGIS Hub,204366
GeoNode,161428
Socrata,111489
NADA,63910
DKAN,56598
OpenDataSoft,50905
Invenio,14368
uData,12920
Koordinates,6522
Openml.org platform,5551
InvenioRDM,4261
Geoserver,3145
