name,count
,14475352
unspecified,1585004
cc-by,1320211
public-domain,689474
dl-de-by-2.0,261936
cc-by-sa,260713
us-pd,126994
odc-by,71452
ogl-canada-2.0,63717
cc-zero,58751
uk-ncgl,43753
odc-odbl,35742
uk-ogl,30831
cc-nc,11682
dl-de-zero-2.0,10870
etalab-2.0,10813
odc-pddl,9389
cc-by-nc,7157
etalab,5274
cc-by-nc-sa,1829
cc-by-sa-nc,1204
cc-by-nc-nd,1026
iodl-2.0,992
cc-by-nd,128
copyright,15
iodl-1.0,10
